date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
12-03-2022,California,State,Mu,0,0,0,0
12-03-2022,California,State,Beta,0,0,0,0
12-03-2022,California,State,Epsilon,0,0,0,0
12-03-2022,California,State,Other,1,0.47,1.428571429,0.375798572
12-03-2022,California,State,Alpha,0,0,0,0
12-03-2022,California,State,Lambda,0,0,0,0
12-03-2022,California,State,Omicron,212,99.07,378.4285714,99.54904171
12-03-2022,California,State,Total,214,100,380.1428571,100
12-03-2022,California,State,Delta,1,0.47,0.285714286,0.075159714
12-03-2022,California,State,Gamma,0,0,0,0
13-03-2022,California,State,Lambda,0,0,0,0
13-03-2022,California,State,Gamma,0,0,0,0
13-03-2022,California,State,Mu,0,0,0,0
13-03-2022,California,State,Beta,0,0,0,0
13-03-2022,California,State,Epsilon,0,0,0,0
13-03-2022,California,State,Omicron,199,99.5,375.2857143,99.50757576
13-03-2022,California,State,Delta,0,0,0.285714286,0.075757576
13-03-2022,California,State,Total,200,100,377.1428571,100
13-03-2022,California,State,Other,1,0.5,1.571428571,0.416666667
13-03-2022,California,State,Alpha,0,0,0,0
14-03-2022,California,State,Total,372,100,358.4285714,100
14-03-2022,California,State,Gamma,0,0,0,0
14-03-2022,California,State,Lambda,0,0,0,0
14-03-2022,California,State,Beta,0,0,0,0
14-03-2022,California,State,Omicron,371,99.73,356.8571429,99.56157832
14-03-2022,California,State,Alpha,0,0,0,0
14-03-2022,California,State,Mu,0,0,0,0
14-03-2022,California,State,Other,1,0.27,1.285714286,0.358708649
14-03-2022,California,State,Delta,0,0,0.285714286,0.079713033
14-03-2022,California,State,Epsilon,0,0,0,0
15-03-2022,California,State,Beta,0,0,0,0
15-03-2022,California,State,Total,278,100,328.2857143,100
15-03-2022,California,State,Alpha,0,0,0,0
15-03-2022,California,State,Delta,1,0.36,0.428571429,0.130548303
15-03-2022,California,State,Epsilon,0,0,0,0
15-03-2022,California,State,Mu,0,0,0,0
15-03-2022,California,State,Other,2,0.72,1.428571429,0.43516101
15-03-2022,California,State,Omicron,275,98.92,326.4285714,99.43429069
15-03-2022,California,State,Lambda,0,0,0,0
15-03-2022,California,State,Gamma,0,0,0,0
16-03-2022,California,State,Alpha,0,0,0,0
16-03-2022,California,State,Beta,0,0,0,0
16-03-2022,California,State,Gamma,0,0,0,0
16-03-2022,California,State,Omicron,301,99.67,303.5714286,99.43846514
16-03-2022,California,State,Delta,0,0,0.428571429,0.140383715
16-03-2022,California,State,Total,302,100,305.2857143,100
16-03-2022,California,State,Lambda,0,0,0,0
16-03-2022,California,State,Epsilon,0,0,0,0
16-03-2022,California,State,Other,1,0.33,1.285714286,0.421151146
16-03-2022,California,State,Mu,0,0,0,0
17-03-2022,California,State,Gamma,0,0,0,0
17-03-2022,California,State,Alpha,0,0,0,0
17-03-2022,California,State,Mu,0,0,0,0
17-03-2022,California,State,Lambda,0,0,0,0
17-03-2022,California,State,Beta,0,0,0,0
17-03-2022,California,State,Omicron,302,99.67,290.5714286,99.51076321
17-03-2022,California,State,Total,303,100,292,100
17-03-2022,California,State,Delta,0,0,0.285714286,0.097847358
17-03-2022,California,State,Other,1,0.33,1.142857143,0.391389432
17-03-2022,California,State,Epsilon,0,0,0,0
18-03-2022,California,State,Gamma,0,0,0,0
18-03-2022,California,State,Alpha,0,0,0,0
18-03-2022,California,State,Omicron,337,99.7,285.2857143,99.5017439
18-03-2022,California,State,Other,1,0.3,1.142857143,0.398604883
18-03-2022,California,State,Mu,0,0,0,0
18-03-2022,California,State,Epsilon,0,0,0,0
18-03-2022,California,State,Delta,0,0,0.285714286,0.099651221
18-03-2022,California,State,Lambda,0,0,0,0
18-03-2022,California,State,Beta,0,0,0,0
18-03-2022,California,State,Total,338,100,286.7142857,100
19-03-2022,California,State,Gamma,0,0,0,0
19-03-2022,California,State,Total,284,100,296.7142857,100
19-03-2022,California,State,Mu,0,0,0,0
19-03-2022,California,State,Omicron,283,99.65,295.4285714,99.56668272
19-03-2022,California,State,Delta,0,0,0.142857143,0.048146365
19-03-2022,California,State,Alpha,0,0,0,0
19-03-2022,California,State,Beta,0,0,0,0
19-03-2022,California,State,Other,1,0.35,1.142857143,0.38517092
19-03-2022,California,State,Lambda,0,0,0,0
19-03-2022,California,State,Epsilon,0,0,0,0
20-03-2022,California,State,Omicron,198,99.5,295.2857143,99.56647399
20-03-2022,California,State,Lambda,0,0,0,0
20-03-2022,California,State,Mu,0,0,0,0
20-03-2022,California,State,Other,1,0.5,1.142857143,0.385356455
20-03-2022,California,State,Epsilon,0,0,0,0
20-03-2022,California,State,Total,199,100,296.5714286,100
20-03-2022,California,State,Gamma,0,0,0,0
20-03-2022,California,State,Beta,0,0,0,0
20-03-2022,California,State,Alpha,0,0,0,0
20-03-2022,California,State,Delta,0,0,0.142857143,0.048169557
21-03-2022,California,State,Beta,0,0,0,0
21-03-2022,California,State,Lambda,0,0,0,0
21-03-2022,California,State,Total,492,100,313.7142857,100
21-03-2022,California,State,Gamma,0,0,0,0
21-03-2022,California,State,Omicron,490,99.59,312.2857143,99.54462659
21-03-2022,California,State,Epsilon,0,0,0,0
21-03-2022,California,State,Alpha,0,0,0,0
21-03-2022,California,State,Mu,0,0,0,0
21-03-2022,California,State,Delta,0,0,0.142857143,0.045537341
21-03-2022,California,State,Other,2,0.41,1.285714286,0.409836066
22-03-2022,California,State,Mu,0,0,0,0
22-03-2022,California,State,Beta,0,0,0,0
22-03-2022,California,State,Delta,0,0,0,0
22-03-2022,California,State,Alpha,0,0,0,0
22-03-2022,California,State,Other,0,0,1,0.297113752
22-03-2022,California,State,Lambda,0,0,0,0
22-03-2022,California,State,Total,438,100,336.5714286,100
22-03-2022,California,State,Gamma,0,0,0,0
22-03-2022,California,State,Omicron,438,100,335.5714286,99.70288625
22-03-2022,California,State,Epsilon,0,0,0,0
23-03-2022,California,State,Total,284,100,334,100
23-03-2022,California,State,Delta,0,0,0,0
23-03-2022,California,State,Lambda,0,0,0,0
23-03-2022,California,State,Epsilon,0,0,0,0
23-03-2022,California,State,Gamma,0,0,0,0
23-03-2022,California,State,Alpha,0,0,0,0
23-03-2022,California,State,Omicron,284,100,333.1428571,99.7433704
23-03-2022,California,State,Other,0,0,0.857142857,0.256629598
23-03-2022,California,State,Mu,0,0,0,0
23-03-2022,California,State,Beta,0,0,0,0
24-03-2022,California,State,Mu,0,0,0,0
24-03-2022,California,State,Other,0,0,0.714285714,0.208768267
24-03-2022,California,State,Beta,0,0,0,0
24-03-2022,California,State,Total,360,100,342.1428571,100
24-03-2022,California,State,Alpha,0,0,0,0
24-03-2022,California,State,Gamma,0,0,0,0
24-03-2022,California,State,Delta,1,0.28,0.142857143,0.041753653
24-03-2022,California,State,Lambda,0,0,0,0
24-03-2022,California,State,Epsilon,0,0,0,0
24-03-2022,California,State,Omicron,359,99.72,341.2857143,99.74947808
25-03-2022,California,State,Total,308,100,337.8571429,100
25-03-2022,California,State,Mu,0,0,0,0
25-03-2022,California,State,Gamma,0,0,0,0
25-03-2022,California,State,Epsilon,0,0,0,0
25-03-2022,California,State,Beta,0,0,0,0
25-03-2022,California,State,Alpha,0,0,0,0
25-03-2022,California,State,Delta,0,0,0.142857143,0.042283298
25-03-2022,California,State,Omicron,308,100,337.1428571,99.78858351
25-03-2022,California,State,Other,0,0,0.571428571,0.169133192
25-03-2022,California,State,Lambda,0,0,0,0
26-03-2022,California,State,Other,1,0.35,0.571428571,0.169061708
26-03-2022,California,State,Mu,0,0,0,0
26-03-2022,California,State,Lambda,0,0,0,0
26-03-2022,California,State,Total,285,100,338,100
26-03-2022,California,State,Omicron,284,99.65,337.2857143,99.78867287
26-03-2022,California,State,Beta,0,0,0,0
26-03-2022,California,State,Gamma,0,0,0,0
26-03-2022,California,State,Delta,0,0,0.142857143,0.042265427
26-03-2022,California,State,Alpha,0,0,0,0
26-03-2022,California,State,Epsilon,0,0,0,0
27-03-2022,California,State,Omicron,265,99.25,346.8571429,99.75349219
27-03-2022,California,State,Epsilon,0,0,0,0
27-03-2022,California,State,Mu,0,0,0,0
27-03-2022,California,State,Gamma,0,0,0,0
27-03-2022,California,State,Beta,0,0,0,0
27-03-2022,California,State,Delta,0,0,0.142857143,0.041084634
27-03-2022,California,State,Lambda,0,0,0,0
27-03-2022,California,State,Total,267,100,347.7142857,100
27-03-2022,California,State,Other,2,0.75,0.714285714,0.205423172
27-03-2022,California,State,Alpha,0,0,0,0
28-03-2022,California,State,Alpha,0,0,0,0
28-03-2022,California,State,Delta,0,0,0.142857143,0.041876047
28-03-2022,California,State,Total,446,100,341.1428571,100
28-03-2022,California,State,Omicron,445,99.78,340.4285714,99.79061977
28-03-2022,California,State,Mu,0,0,0,0
28-03-2022,California,State,Other,1,0.22,0.571428571,0.167504188
28-03-2022,California,State,Lambda,0,0,0,0
28-03-2022,California,State,Gamma,0,0,0,0
28-03-2022,California,State,Epsilon,0,0,0,0
28-03-2022,California,State,Beta,0,0,0,0
29-03-2022,California,State,Omicron,425,99.3,338.5714286,99.66358284
29-03-2022,California,State,Gamma,0,0,0,0
29-03-2022,California,State,Epsilon,0,0,0,0
29-03-2022,California,State,Mu,0,0,0,0
29-03-2022,California,State,Total,428,100,339.7142857,100
29-03-2022,California,State,Lambda,0,0,0,0
29-03-2022,California,State,Beta,0,0,0,0
29-03-2022,California,State,Delta,1,0.23,0.285714286,0.084104289
29-03-2022,California,State,Alpha,0,0,0,0
29-03-2022,California,State,Other,2,0.47,0.857142857,0.252312868
30-03-2022,California,State,Other,5,1.15,1.571428571,0.434954527
30-03-2022,California,State,Delta,0,0,0.285714286,0.079082641
30-03-2022,California,State,Mu,0,0,0,0
30-03-2022,California,State,Lambda,0,0,0,0
30-03-2022,California,State,Omicron,430,98.85,359.4285714,99.48596283
30-03-2022,California,State,Gamma,0,0,0,0
30-03-2022,California,State,Alpha,0,0,0,0
30-03-2022,California,State,Beta,0,0,0,0
30-03-2022,California,State,Epsilon,0,0,0,0
30-03-2022,California,State,Total,435,100,361.2857143,100
31-03-2022,California,State,Gamma,0,0,0,0
31-03-2022,California,State,Delta,0,0,0.142857143,0.040849673
31-03-2022,California,State,Lambda,0,0,0,0
31-03-2022,California,State,Omicron,276,98.92,347.5714286,99.3872549
31-03-2022,California,State,Epsilon,0,0,0,0
31-03-2022,California,State,Alpha,0,0,0,0
31-03-2022,California,State,Other,3,1.08,2,0.571895425
31-03-2022,California,State,Beta,0,0,0,0
31-03-2022,California,State,Mu,0,0,0,0
31-03-2022,California,State,Total,279,100,349.7142857,100
01-04-2022,California,State,Other,6,1.52,2.857142857,0.789265983
01-04-2022,California,State,Delta,2,0.51,0.428571429,0.118389897
01-04-2022,California,State,Lambda,0,0,0,0
01-04-2022,California,State,Mu,0,0,0,0
01-04-2022,California,State,Beta,0,0,0,0
01-04-2022,California,State,Omicron,384,97.46,358.4285714,99.01341752
01-04-2022,California,State,Epsilon,0,0,0,0
01-04-2022,California,State,Total,394,100,362,100
01-04-2022,California,State,Gamma,2,0.51,0.285714286,0.078926598
01-04-2022,California,State,Alpha,0,0,0,0
02-04-2022,California,State,Other,10,3.55,4.142857143,1.145792177
02-04-2022,California,State,Delta,0,0,0.428571429,0.118530225
02-04-2022,California,State,Lambda,0,0,0,0
02-04-2022,California,State,Epsilon,0,0,0,0
02-04-2022,California,State,Total,282,100,361.5714286,100
02-04-2022,California,State,Alpha,0,0,0,0
02-04-2022,California,State,Gamma,0,0,0.285714286,0.07902015
02-04-2022,California,State,Omicron,272,96.45,356.7142857,98.65665745
02-04-2022,California,State,Mu,0,0,0,0
02-04-2022,California,State,Beta,0,0,0,0
03-04-2022,California,State,Other,9,3.08,5.142857143,1.408450704
03-04-2022,California,State,Alpha,0,0,0,0
03-04-2022,California,State,Gamma,0,0,0.285714286,0.078247261
03-04-2022,California,State,Lambda,0,0,0,0
03-04-2022,California,State,Epsilon,0,0,0,0
03-04-2022,California,State,Delta,0,0,0.428571429,0.117370892
03-04-2022,California,State,Mu,0,0,0,0
03-04-2022,California,State,Beta,0,0,0,0
03-04-2022,California,State,Omicron,283,96.92,359.2857143,98.39593114
03-04-2022,California,State,Total,292,100,365.1428571,100
04-04-2022,California,State,Lambda,0,0,0,0
04-04-2022,California,State,Gamma,0,0,0.285714286,0.07199424
04-04-2022,California,State,Epsilon,0,0,0,0
04-04-2022,California,State,Beta,0,0,0,0
04-04-2022,California,State,Total,668,100,396.8571429,100
04-04-2022,California,State,Other,9,1.35,6.285714286,1.58387329
04-04-2022,California,State,Mu,0,0,0,0
04-04-2022,California,State,Delta,1,0.15,0.571428571,0.143988481
04-04-2022,California,State,Omicron,658,98.5,389.7142857,98.20014399
04-04-2022,California,State,Alpha,0,0,0,0
05-04-2022,California,State,Lambda,0,0,0,0
05-04-2022,California,State,Delta,0,0,0.428571429,0.102845389
05-04-2022,California,State,Epsilon,0,0,0,0
05-04-2022,California,State,Total,567,100,416.7142857,100
05-04-2022,California,State,Gamma,0,0,0.285714286,0.068563593
05-04-2022,California,State,Beta,0,0,0,0
05-04-2022,California,State,Alpha,0,0,0,0
05-04-2022,California,State,Other,2,0.35,6.285714286,1.50839904
05-04-2022,California,State,Mu,0,0,0,0
05-04-2022,California,State,Omicron,565,99.65,409.7142857,98.32019198
06-04-2022,California,State,Epsilon,0,0,0,0
06-04-2022,California,State,Beta,0,0,0,0
06-04-2022,California,State,Delta,0,0,0.428571429,0.097213221
06-04-2022,California,State,Alpha,0,0,0,0
06-04-2022,California,State,Mu,0,0,0,0
06-04-2022,California,State,Omicron,603,99.83,434.4285714,98.54180169
06-04-2022,California,State,Other,1,0.17,5.714285714,1.29617628
06-04-2022,California,State,Total,604,100,440.8571429,100
06-04-2022,California,State,Gamma,0,0,0.285714286,0.064808814
06-04-2022,California,State,Lambda,0,0,0,0
07-04-2022,California,State,Gamma,0,0,0.285714286,0.05954153
07-04-2022,California,State,Total,552,100,479.8571429,100
07-04-2022,California,State,Lambda,0,0,0,0
07-04-2022,California,State,Alpha,0,0,0,0
07-04-2022,California,State,Mu,0,0,0,0
07-04-2022,California,State,Other,2,0.36,5.571428571,1.161059839
07-04-2022,California,State,Epsilon,0,0,0,0
07-04-2022,California,State,Omicron,550,99.64,473.5714286,98.69008634
07-04-2022,California,State,Beta,0,0,0,0
07-04-2022,California,State,Delta,0,0,0.428571429,0.089312295
08-04-2022,California,State,Mu,0,0,0,0
08-04-2022,California,State,Delta,0,0,0.142857143,0.028661508
08-04-2022,California,State,Omicron,521,99.43,493.1428571,98.93952422
08-04-2022,California,State,Epsilon,0,0,0,0
08-04-2022,California,State,Other,3,0.57,5.142857143,1.031814273
08-04-2022,California,State,Lambda,0,0,0,0
08-04-2022,California,State,Total,524,100,498.4285714,100
08-04-2022,California,State,Alpha,0,0,0,0
08-04-2022,California,State,Beta,0,0,0,0
08-04-2022,California,State,Gamma,0,0,0,0
09-04-2022,California,State,Mu,0,0,0,0
09-04-2022,California,State,Gamma,0,0,0,0
09-04-2022,California,State,Delta,0,0,0.142857143,0.028296548
09-04-2022,California,State,Lambda,0,0,0,0
09-04-2022,California,State,Other,1,0.31,3.857142857,0.764006791
09-04-2022,California,State,Alpha,0,0,0,0
09-04-2022,California,State,Beta,0,0,0,0
09-04-2022,California,State,Epsilon,0,0,0,0
09-04-2022,California,State,Total,327,100,504.8571429,100
09-04-2022,California,State,Omicron,326,99.69,500.8571429,99.20769666
10-04-2022,California,State,Omicron,385,100,515.4285714,99.47615109
10-04-2022,California,State,Beta,0,0,0,0
10-04-2022,California,State,Delta,0,0,0.142857143,0.027570995
10-04-2022,California,State,Other,0,0,2.571428571,0.496277916
10-04-2022,California,State,Total,385,100,518.1428571,100
10-04-2022,California,State,Lambda,0,0,0,0
10-04-2022,California,State,Gamma,0,0,0,0
10-04-2022,California,State,Epsilon,0,0,0,0
10-04-2022,California,State,Alpha,0,0,0,0
10-04-2022,California,State,Mu,0,0,0,0
11-04-2022,California,State,Epsilon,0,0,0,0
11-04-2022,California,State,Total,735,100,527.7142857,100
11-04-2022,California,State,Lambda,0,0,0,0
11-04-2022,California,State,Other,3,0.41,1.714285714,0.32485111
11-04-2022,California,State,Gamma,0,0,0,0
11-04-2022,California,State,Alpha,0,0,0,0
11-04-2022,California,State,Beta,0,0,0,0
11-04-2022,California,State,Omicron,732,99.59,526,99.67514889
11-04-2022,California,State,Mu,0,0,0,0
11-04-2022,California,State,Delta,0,0,0,0
12-04-2022,California,State,Omicron,583,99.15,528.5714286,99.59623149
12-04-2022,California,State,Alpha,0,0,0,0
12-04-2022,California,State,Delta,0,0,0,0
12-04-2022,California,State,Other,5,0.85,2.142857143,0.403768506
12-04-2022,California,State,Epsilon,0,0,0,0
12-04-2022,California,State,Lambda,0,0,0,0
12-04-2022,California,State,Beta,0,0,0,0
12-04-2022,California,State,Gamma,0,0,0,0
12-04-2022,California,State,Mu,0,0,0,0
12-04-2022,California,State,Total,588,100,530.7142857,100
13-04-2022,California,State,Total,557,100,524,100
13-04-2022,California,State,Alpha,0,0,0,0
13-04-2022,California,State,Other,3,0.54,2.428571429,0.46346783
13-04-2022,California,State,Epsilon,0,0,0,0
13-04-2022,California,State,Mu,0,0,0,0
13-04-2022,California,State,Gamma,0,0,0,0
13-04-2022,California,State,Lambda,0,0,0,0
13-04-2022,California,State,Delta,0,0,0,0
13-04-2022,California,State,Beta,0,0,0,0
13-04-2022,California,State,Omicron,554,99.46,521.5714286,99.53653217
14-04-2022,California,State,Other,0,0,2.142857143,0.410846343
14-04-2022,California,State,Alpha,0,0,0,0
14-04-2022,California,State,Omicron,533,99.63,519.1428571,99.53437414
14-04-2022,California,State,Lambda,0,0,0,0
14-04-2022,California,State,Epsilon,0,0,0,0
14-04-2022,California,State,Total,535,100,521.5714286,100
14-04-2022,California,State,Gamma,0,0,0,0
14-04-2022,California,State,Mu,0,0,0,0
14-04-2022,California,State,Beta,0,0,0,0
14-04-2022,California,State,Delta,2,0.37,0.285714286,0.054779512
15-04-2022,California,State,Other,2,0.32,2,0.373831776
15-04-2022,California,State,Gamma,0,0,0,0
15-04-2022,California,State,Mu,0,0,0,0
15-04-2022,California,State,Epsilon,0,0,0,0
15-04-2022,California,State,Delta,0,0,0.285714286,0.053404539
15-04-2022,California,State,Omicron,616,99.68,532.7142857,99.57276368
15-04-2022,California,State,Lambda,0,0,0,0
15-04-2022,California,State,Total,618,100,535,100
15-04-2022,California,State,Beta,0,0,0,0
15-04-2022,California,State,Alpha,0,0,0,0
16-04-2022,California,State,Omicron,344,98.85,535.2857143,99.49548593
16-04-2022,California,State,Total,348,100,538,100
16-04-2022,California,State,Alpha,0,0,0,0
16-04-2022,California,State,Delta,0,0,0.285714286,0.053106745
16-04-2022,California,State,Epsilon,0,0,0,0
16-04-2022,California,State,Gamma,0,0,0,0
16-04-2022,California,State,Lambda,0,0,0,0
16-04-2022,California,State,Mu,0,0,0,0
16-04-2022,California,State,Beta,0,0,0,0
16-04-2022,California,State,Other,4,1.15,2.428571429,0.451407329
17-04-2022,California,State,Beta,0,0,0,0
17-04-2022,California,State,Other,1,0.53,2.571428571,0.504484305
17-04-2022,California,State,Delta,0,0,0.285714286,0.056053812
17-04-2022,California,State,Lambda,0,0,0,0
17-04-2022,California,State,Epsilon,0,0,0,0
17-04-2022,California,State,Omicron,186,99.47,506.8571429,99.43946188
17-04-2022,California,State,Gamma,0,0,0,0
17-04-2022,California,State,Total,187,100,509.7142857,100
17-04-2022,California,State,Mu,0,0,0,0
17-04-2022,California,State,Alpha,0,0,0,0
18-04-2022,California,State,Delta,0,0,0.285714286,0.053619303
18-04-2022,California,State,Omicron,894,99.67,530,99.46380697
18-04-2022,California,State,Alpha,0,0,0,0
18-04-2022,California,State,Epsilon,0,0,0,0
18-04-2022,California,State,Total,897,100,532.8571429,100
18-04-2022,California,State,Lambda,0,0,0,0
18-04-2022,California,State,Mu,0,0,0,0
18-04-2022,California,State,Beta,0,0,0,0
18-04-2022,California,State,Other,3,0.33,2.571428571,0.482573727
18-04-2022,California,State,Gamma,0,0,0,0
19-04-2022,California,State,Alpha,0,0,0,0
19-04-2022,California,State,Delta,0,0,0.285714286,0.052952078
19-04-2022,California,State,Total,635,100,539.5714286,100
19-04-2022,California,State,Mu,0,0,0,0
19-04-2022,California,State,Epsilon,0,0,0,0
19-04-2022,California,State,Gamma,0,0,0,0
19-04-2022,California,State,Lambda,0,0,0,0
19-04-2022,California,State,Omicron,630,99.21,536.7142857,99.47047922
19-04-2022,California,State,Beta,0,0,0,0
19-04-2022,California,State,Other,5,0.79,2.571428571,0.476568705
20-04-2022,California,State,Other,2,0.32,2.428571429,0.442017681
20-04-2022,California,State,Alpha,0,0,0,0
20-04-2022,California,State,Total,626,100,549.4285714,100
20-04-2022,California,State,Omicron,624,99.68,546.7142857,99.50598024
20-04-2022,California,State,Beta,0,0,0,0
20-04-2022,California,State,Gamma,0,0,0,0
20-04-2022,California,State,Mu,0,0,0,0
20-04-2022,California,State,Lambda,0,0,0,0
20-04-2022,California,State,Epsilon,0,0,0,0
20-04-2022,California,State,Delta,0,0,0.285714286,0.05200208
21-04-2022,California,State,Epsilon,0,0,0,0
21-04-2022,California,State,Mu,0,0,0,0
21-04-2022,California,State,Other,1,0.19,2.571428571,0.468872102
21-04-2022,California,State,Gamma,0,0,0,0
21-04-2022,California,State,Delta,0,0,0,0
21-04-2022,California,State,Alpha,0,0,0,0
21-04-2022,California,State,Total,528,100,548.4285714,100
21-04-2022,California,State,Lambda,0,0,0,0
21-04-2022,California,State,Beta,0,0,0,0
21-04-2022,California,State,Omicron,527,99.81,545.8571429,99.5311279
22-04-2022,California,State,Total,614,100,547.8571429,100
22-04-2022,California,State,Lambda,0,0,0,0
22-04-2022,California,State,Delta,0,0,0,0
22-04-2022,California,State,Mu,0,0,0,0
22-04-2022,California,State,Omicron,609,99.19,544.8571429,99.45241199
22-04-2022,California,State,Alpha,0,0,0,0
22-04-2022,California,State,Gamma,0,0,0,0
22-04-2022,California,State,Beta,0,0,0,0
22-04-2022,California,State,Other,5,0.81,3,0.547588005
22-04-2022,California,State,Epsilon,0,0,0,0
23-04-2022,California,State,Omicron,493,99.4,566.1428571,99.49786593
23-04-2022,California,State,Gamma,0,0,0,0
23-04-2022,California,State,Delta,0,0,0,0
23-04-2022,California,State,Other,3,0.6,2.857142857,0.50213407
23-04-2022,California,State,Beta,0,0,0,0
23-04-2022,California,State,Epsilon,0,0,0,0
23-04-2022,California,State,Lambda,0,0,0,0
23-04-2022,California,State,Total,496,100,569,100
23-04-2022,California,State,Alpha,0,0,0,0
23-04-2022,California,State,Mu,0,0,0,0
24-04-2022,California,State,Other,1,0.21,2.857142857,0.469263257
24-04-2022,California,State,Gamma,0,0,0,0
24-04-2022,California,State,Epsilon,0,0,0,0
24-04-2022,California,State,Beta,0,0,0,0
24-04-2022,California,State,Mu,0,0,0,0
24-04-2022,California,State,Delta,0,0,0,0
24-04-2022,California,State,Omicron,465,99.79,606,99.53073674
24-04-2022,California,State,Alpha,0,0,0,0
24-04-2022,California,State,Lambda,0,0,0,0
24-04-2022,California,State,Total,466,100,608.8571429,100
25-04-2022,California,State,Lambda,0,0,0,0
25-04-2022,California,State,Omicron,1087,99.54,633.5714286,99.50639444
25-04-2022,California,State,Gamma,0,0,0,0
25-04-2022,California,State,Delta,0,0,0,0
25-04-2022,California,State,Epsilon,0,0,0,0
25-04-2022,California,State,Alpha,0,0,0,0
25-04-2022,California,State,Mu,0,0,0,0
25-04-2022,California,State,Total,1092,100,636.7142857,100
25-04-2022,California,State,Beta,0,0,0,0
25-04-2022,California,State,Other,5,0.46,3.142857143,0.493605564
26-04-2022,California,State,Mu,0,0,0,0
26-04-2022,California,State,Alpha,0,0,0,0
26-04-2022,California,State,Epsilon,0,0,0,0
26-04-2022,California,State,Omicron,795,99.5,657.1428571,99.54555291
26-04-2022,California,State,Delta,0,0,0,0
26-04-2022,California,State,Gamma,0,0,0,0
26-04-2022,California,State,Lambda,0,0,0,0
26-04-2022,California,State,Total,799,100,660.1428571,100
26-04-2022,California,State,Other,4,0.5,3,0.454447089
26-04-2022,California,State,Beta,0,0,0,0
27-04-2022,California,State,Total,573,100,652.5714286,100
27-04-2022,California,State,Mu,0,0,0,0
27-04-2022,California,State,Alpha,0,0,0,0
27-04-2022,California,State,Other,7,1.22,3.714285714,0.569176883
27-04-2022,California,State,Epsilon,0,0,0,0
27-04-2022,California,State,Delta,0,0,0,0
27-04-2022,California,State,Omicron,566,98.78,648.8571429,99.43082312
27-04-2022,California,State,Lambda,0,0,0,0
27-04-2022,California,State,Beta,0,0,0,0
27-04-2022,California,State,Gamma,0,0,0,0
28-04-2022,California,State,Lambda,0,0,0,0
28-04-2022,California,State,Beta,0,0,0,0
28-04-2022,California,State,Omicron,520,97.38,647.8571429,99.14735461
28-04-2022,California,State,Epsilon,0,0,0,0
28-04-2022,California,State,Delta,0,0,0,0
28-04-2022,California,State,Mu,0,0,0,0
28-04-2022,California,State,Other,14,2.62,5.571428571,0.852645387
28-04-2022,California,State,Alpha,0,0,0,0
28-04-2022,California,State,Gamma,0,0,0,0
28-04-2022,California,State,Total,534,100,653.4285714,100
29-04-2022,California,State,Beta,0,0,0,0
29-04-2022,California,State,Other,19,3.58,7.571428571,1.180138054
29-04-2022,California,State,Delta,0,0,0,0
29-04-2022,California,State,Omicron,512,96.42,634,98.81986195
29-04-2022,California,State,Mu,0,0,0,0
29-04-2022,California,State,Total,531,100,641.5714286,100
29-04-2022,California,State,Lambda,0,0,0,0
29-04-2022,California,State,Epsilon,0,0,0,0
29-04-2022,California,State,Gamma,0,0,0,0
29-04-2022,California,State,Alpha,0,0,0,0
30-04-2022,California,State,Mu,0,0,0,0
30-04-2022,California,State,Gamma,0,0,0,0
30-04-2022,California,State,Omicron,490,96.65,633.5714286,98.51177255
30-04-2022,California,State,Delta,0,0,0,0
30-04-2022,California,State,Epsilon,0,0,0,0
30-04-2022,California,State,Other,17,3.35,9.571428571,1.488227454
30-04-2022,California,State,Alpha,0,0,0,0
30-04-2022,California,State,Lambda,0,0,0,0
30-04-2022,California,State,Beta,0,0,0,0
30-04-2022,California,State,Total,507,100,643.1428571,100
01-05-2022,California,State,Delta,0,0,0,0
01-05-2022,California,State,Total,494,100,647.1428571,100
01-05-2022,California,State,Epsilon,0,0,0,0
01-05-2022,California,State,Mu,0,0,0,0
01-05-2022,California,State,Omicron,486,98.38,636.5714286,98.36644592
01-05-2022,California,State,Lambda,0,0,0,0
01-05-2022,California,State,Other,8,1.62,10.57142857,1.633554084
01-05-2022,California,State,Alpha,0,0,0,0
01-05-2022,California,State,Beta,0,0,0,0
01-05-2022,California,State,Gamma,0,0,0,0
02-05-2022,California,State,Mu,0,0,0,0
02-05-2022,California,State,Lambda,0,0,0,0
02-05-2022,California,State,Delta,0,0,0,0
02-05-2022,California,State,Total,1157,100,656.4285714,100
02-05-2022,California,State,Gamma,0,0,0,0
02-05-2022,California,State,Omicron,1134,98.01,643.2857143,97.99782372
02-05-2022,California,State,Other,23,1.99,13.14285714,2.002176279
02-05-2022,California,State,Epsilon,0,0,0,0
02-05-2022,California,State,Beta,0,0,0,0
02-05-2022,California,State,Alpha,0,0,0,0
03-05-2022,California,State,Lambda,0,0,0,0
03-05-2022,California,State,Alpha,0,0,0,0
03-05-2022,California,State,Omicron,946,97.13,664.8571429,97.56813417
03-05-2022,California,State,Gamma,0,0,0,0
03-05-2022,California,State,Mu,0,0,0,0
03-05-2022,California,State,Total,974,100,681.4285714,100
03-05-2022,California,State,Other,28,2.87,16.57142857,2.431865828
03-05-2022,California,State,Epsilon,0,0,0,0
03-05-2022,California,State,Beta,0,0,0,0
03-05-2022,California,State,Delta,0,0,0,0
