date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
14-05-2021,California,State,Delta,8,3.08,11.14285714,4.914933837
14-05-2021,California,State,Total,260,100,226.7142857,100
14-05-2021,California,State,Mu,1,0.38,0.857142857,0.378071834
14-05-2021,California,State,Epsilon,12,4.62,10,4.410838059
15-05-2021,California,State,Beta,0,0,0.571428571,0.256904303
15-05-2021,California,State,Delta,3,2.26,10.14285714,4.560051381
15-05-2021,California,State,Lambda,1,0.75,3.142857143,1.412973667
15-05-2021,California,State,Gamma,10,7.52,22.42857143,10.0834939
15-05-2021,California,State,Alpha,83,62.41,136.5714286,61.40012845
15-05-2021,California,State,Omicron,0,0,0,0
15-05-2021,California,State,Epsilon,6,4.51,10.14285714,4.560051381
15-05-2021,California,State,Other,30,22.56,39,17.53371869
15-05-2021,California,State,Mu,0,0,0.428571429,0.192678227
15-05-2021,California,State,Total,133,100,222.4285714,100
16-05-2021,California,State,Other,16,17.58,38.57142857,17.63553233
16-05-2021,California,State,Beta,0,0,0.571428571,0.261267146
16-05-2021,California,State,Delta,3,3.3,10,4.572175049
16-05-2021,California,State,Epsilon,10,10.99,11.28571429,5.160026127
16-05-2021,California,State,Gamma,10,10.99,21.71428571,9.928151535
16-05-2021,California,State,Mu,0,0,0.285714286,0.130633573
16-05-2021,California,State,Omicron,0,0,0,0
16-05-2021,California,State,Total,91,100,218.7142857,100
16-05-2021,California,State,Lambda,0,0,1.714285714,0.783801437
16-05-2021,California,State,Alpha,52,57.14,134.5714286,61.5284128
17-05-2021,California,State,Alpha,143,54.58,131.8571429,60.48492792
17-05-2021,California,State,Omicron,0,0,0,0
17-05-2021,California,State,Other,62,23.66,40.85714286,18.74180865
17-05-2021,California,State,Beta,0,0,0.285714286,0.131061599
17-05-2021,California,State,Total,262,100,218,100
17-05-2021,California,State,Gamma,28,10.69,22,10.09174312
17-05-2021,California,State,Epsilon,15,5.73,11.71428571,5.373525557
17-05-2021,California,State,Delta,11,4.2,9.142857143,4.193971166
17-05-2021,California,State,Mu,2,0.76,0.571428571,0.262123198
17-05-2021,California,State,Lambda,1,0.38,1.571428571,0.720838794
18-05-2021,California,State,Delta,8,3.31,8.285714286,3.813280736
18-05-2021,California,State,Gamma,32,13.22,22.57142857,10.3879027
18-05-2021,California,State,Total,242,100,217.2857143,100
18-05-2021,California,State,Omicron,0,0,0,0
18-05-2021,California,State,Epsilon,9,3.72,11.28571429,5.193951348
18-05-2021,California,State,Alpha,149,61.57,132,60.7495069
18-05-2021,California,State,Other,44,18.18,41,18.86916502
18-05-2021,California,State,Mu,0,0,0.571428571,0.262984878
18-05-2021,California,State,Beta,0,0,0.285714286,0.131492439
18-05-2021,California,State,Lambda,0,0,1.285714286,0.591715976
19-05-2021,California,State,Other,45,17.51,40,18.7416332
19-05-2021,California,State,Alpha,156,60.7,130.8571429,61.31191432
19-05-2021,California,State,Gamma,29,11.28,23,10.77643909
19-05-2021,California,State,Beta,1,0.39,0.428571429,0.200803213
19-05-2021,California,State,Mu,1,0.39,0.714285714,0.334672021
19-05-2021,California,State,Delta,13,5.06,7.857142857,3.681392236
19-05-2021,California,State,Lambda,0,0,0.285714286,0.133868809
19-05-2021,California,State,Omicron,0,0,0,0
19-05-2021,California,State,Total,257,100,213.4285714,100
19-05-2021,California,State,Epsilon,12,4.67,10.28571429,4.819277108
20-05-2021,California,State,Omicron,0,0,0,0
20-05-2021,California,State,Mu,2,0.87,0.857142857,0.407055631
20-05-2021,California,State,Delta,9,3.93,7.857142857,3.731343284
20-05-2021,California,State,Gamma,23,10.04,23,10.92265943
20-05-2021,California,State,Alpha,130,56.77,125.2857143,59.49796472
20-05-2021,California,State,Beta,0,0,0.428571429,0.203527815
20-05-2021,California,State,Total,229,100,210.5714286,100
20-05-2021,California,State,Lambda,3,1.31,0.714285714,0.339213026
20-05-2021,California,State,Other,57,24.89,42.57142857,20.21709634
20-05-2021,California,State,Epsilon,5,2.18,9.857142857,4.681139756
21-05-2021,California,State,Lambda,6,3.09,1.571428571,0.78125
21-05-2021,California,State,Mu,1,0.52,0.857142857,0.426136364
21-05-2021,California,State,Alpha,120,61.86,119,59.16193182
21-05-2021,California,State,Gamma,13,6.7,20.71428571,10.29829545
21-05-2021,California,State,Epsilon,9,4.64,9.428571429,4.6875
21-05-2021,California,State,Delta,14,7.22,8.714285714,4.332386364
21-05-2021,California,State,Beta,1,0.52,0.285714286,0.142045455
21-05-2021,California,State,Total,194,100,201.1428571,100
21-05-2021,California,State,Omicron,0,0,0,0
21-05-2021,California,State,Other,30,15.46,40.57142857,20.17045455
22-05-2021,California,State,Alpha,70,56.45,117.1428571,58.61329521
22-05-2021,California,State,Gamma,12,9.68,21,10.50750536
22-05-2021,California,State,Delta,9,7.26,9.571428571,4.789135096
22-05-2021,California,State,Mu,0,0,0.857142857,0.42887777
22-05-2021,California,State,Omicron,0,0,0,0
22-05-2021,California,State,Lambda,0,0,1.428571429,0.714796283
22-05-2021,California,State,Beta,0,0,0.285714286,0.142959257
22-05-2021,California,State,Total,124,100,199.8571429,100
22-05-2021,California,State,Other,27,21.77,40.14285714,20.08577555
22-05-2021,California,State,Epsilon,6,4.84,9.428571429,4.717655468
23-05-2021,California,State,Delta,6,10,10,5.116959064
23-05-2021,California,State,Total,60,100,195.4285714,100
23-05-2021,California,State,Epsilon,5,8.33,8.714285714,4.459064327
23-05-2021,California,State,Omicron,0,0,0,0
23-05-2021,California,State,Other,12,20,39.57142857,20.24853801
23-05-2021,California,State,Beta,0,0,0.285714286,0.14619883
23-05-2021,California,State,Mu,0,0,0.857142857,0.438596491
23-05-2021,California,State,Gamma,7,11.67,20.57142857,10.52631579
23-05-2021,California,State,Lambda,0,0,1.428571429,0.730994152
23-05-2021,California,State,Alpha,30,50,114,58.33333333
24-05-2021,California,State,Alpha,112,52.09,109.5714286,58.06207419
24-05-2021,California,State,Omicron,0,0,0,0
24-05-2021,California,State,Total,215,100,188.7142857,100
24-05-2021,California,State,Epsilon,9,4.19,7.857142857,4.163512491
24-05-2021,California,State,Beta,2,0.93,0.571428571,0.302800908
24-05-2021,California,State,Lambda,1,0.47,1.428571429,0.757002271
24-05-2021,California,State,Delta,23,10.7,11.71428571,6.207418622
24-05-2021,California,State,Mu,3,1.4,1,0.52990159
24-05-2021,California,State,Gamma,29,13.49,20.71428571,10.97653293
24-05-2021,California,State,Other,36,16.74,35.85714286,19.000757
25-05-2021,California,State,Gamma,16,8.21,18.42857143,10.1255887
25-05-2021,California,State,Beta,0,0,0.571428571,0.313971743
25-05-2021,California,State,Lambda,1,0.51,1.571428571,0.863422292
25-05-2021,California,State,Omicron,0,0,0,0
25-05-2021,California,State,Alpha,110,56.41,104,57.14285714
25-05-2021,California,State,Total,195,100,182,100
25-05-2021,California,State,Epsilon,9,4.62,7.857142857,4.31711146
25-05-2021,California,State,Mu,6,3.08,1.857142857,1.020408163
25-05-2021,California,State,Other,38,19.49,35,19.23076923
25-05-2021,California,State,Delta,15,7.69,12.71428571,6.985871272
26-05-2021,California,State,Epsilon,3,1.36,6.571428571,3.715670436
26-05-2021,California,State,Total,221,100,176.8571429,100
26-05-2021,California,State,Gamma,35,15.84,19.28571429,10.90468498
26-05-2021,California,State,Lambda,0,0,1.571428571,0.888529887
26-05-2021,California,State,Delta,22,9.95,14,7.915993538
26-05-2021,California,State,Other,37,16.74,33.85714286,19.14378029
26-05-2021,California,State,Alpha,119,53.85,98.71428571,55.81583199
26-05-2021,California,State,Beta,0,0,0.428571429,0.242326333
26-05-2021,California,State,Omicron,0,0,0,0
26-05-2021,California,State,Mu,5,2.26,2.428571429,1.373182553
27-05-2021,California,State,Lambda,2,0.96,1.428571429,0.821018062
27-05-2021,California,State,Beta,0,0,0.428571429,0.246305419
27-05-2021,California,State,Delta,27,12.92,16.57142857,9.523809524
27-05-2021,California,State,Total,209,100,174,100
27-05-2021,California,State,Alpha,121,57.89,97.42857143,55.99343186
27-05-2021,California,State,Other,33,15.79,30.42857143,17.48768473
27-05-2021,California,State,Mu,2,0.96,2.428571429,1.395730706
27-05-2021,California,State,Epsilon,1,0.48,6,3.448275862
27-05-2021,California,State,Gamma,23,11,19.28571429,11.08374384
27-05-2021,California,State,Omicron,0,0,0,0
28-05-2021,California,State,Delta,29,14.72,18.71428571,10.72891073
28-05-2021,California,State,Mu,2,1.02,2.571428571,1.474201474
28-05-2021,California,State,Beta,0,0,0.285714286,0.163800164
28-05-2021,California,State,Other,33,16.75,30.85714286,17.69041769
28-05-2021,California,State,Epsilon,5,2.54,5.428571429,3.112203112
28-05-2021,California,State,Omicron,0,0,0,0
28-05-2021,California,State,Total,197,100,174.4285714,100
28-05-2021,California,State,Lambda,2,1.02,0.857142857,0.491400491
28-05-2021,California,State,Alpha,102,51.78,94.85714286,54.38165438
28-05-2021,California,State,Gamma,24,12.18,20.85714286,11.95741196
29-05-2021,California,State,Epsilon,4,3.92,5.142857143,3.002502085
29-05-2021,California,State,Total,102,100,171.2857143,100
29-05-2021,California,State,Alpha,48,47.06,91.71428571,53.54462052
29-05-2021,California,State,Mu,1,0.98,2.714285714,1.584653878
29-05-2021,California,State,Lambda,0,0,0.857142857,0.500417014
29-05-2021,California,State,Omicron,0,0,0,0
29-05-2021,California,State,Gamma,11,10.78,20.71428571,12.09341118
29-05-2021,California,State,Delta,16,15.69,19.71428571,11.50959133
29-05-2021,California,State,Beta,1,0.98,0.428571429,0.250208507
29-05-2021,California,State,Other,21,20.59,30,17.5145955
30-05-2021,California,State,Alpha,25,32.89,91,52.42798354
30-05-2021,California,State,Epsilon,2,2.63,4.714285714,2.716049383
30-05-2021,California,State,Total,76,100,173.5714286,100
30-05-2021,California,State,Beta,0,0,0.428571429,0.24691358
30-05-2021,California,State,Delta,18,23.68,21.42857143,12.34567901
30-05-2021,California,State,Omicron,0,0,0,0
30-05-2021,California,State,Other,20,26.32,31.14285714,17.94238683
30-05-2021,California,State,Gamma,10,13.16,21.14285714,12.18106996
30-05-2021,California,State,Lambda,0,0,0.857142857,0.49382716
30-05-2021,California,State,Mu,1,1.32,2.857142857,1.646090535
31-05-2021,California,State,Mu,0,0,2.428571429,1.633045149
31-05-2021,California,State,Other,7,17.07,27,18.1556196
31-05-2021,California,State,Epsilon,1,2.44,3.571428571,2.401536984
31-05-2021,California,State,Lambda,0,0,0.714285714,0.480307397
31-05-2021,California,State,Delta,11,26.83,19.71428571,13.25648415
31-05-2021,California,State,Gamma,6,14.63,17.85714286,12.00768492
31-05-2021,California,State,Omicron,0,0,0,0
31-05-2021,California,State,Beta,0,0,0.142857143,0.096061479
31-05-2021,California,State,Total,41,100,148.7142857,100
31-05-2021,California,State,Alpha,16,39.02,77.28571429,51.96926033
01-06-2021,California,State,Lambda,0,0,0.571428571,0.357142857
01-06-2021,California,State,Omicron,0,0,0,0
01-06-2021,California,State,Other,44,16.06,27.85714286,17.41071429
01-06-2021,California,State,Total,274,100,160,100
01-06-2021,California,State,Gamma,33,12.04,20.28571429,12.67857143
01-06-2021,California,State,Delta,53,19.34,25.14285714,15.71428571
01-06-2021,California,State,Beta,0,0,0.142857143,0.089285714
01-06-2021,California,State,Mu,1,0.36,1.714285714,1.071428571
01-06-2021,California,State,Epsilon,3,1.09,2.714285714,1.696428571
01-06-2021,California,State,Alpha,140,51.09,81.57142857,50.98214286
02-06-2021,California,State,Other,24,11.94,26,16.54545455
02-06-2021,California,State,Omicron,0,0,0,0
02-06-2021,California,State,Total,201,100,157.1428571,100
02-06-2021,California,State,Mu,5,2.49,1.714285714,1.090909091
02-06-2021,California,State,Delta,47,23.38,28.71428571,18.27272727
02-06-2021,California,State,Lambda,0,0,0.571428571,0.363636364
02-06-2021,California,State,Gamma,39,19.4,20.85714286,13.27272727
02-06-2021,California,State,Epsilon,2,1,2.571428571,1.636363636
02-06-2021,California,State,Alpha,84,41.79,76.57142857,48.72727273
02-06-2021,California,State,Beta,0,0,0.142857143,0.090909091
03-06-2021,California,State,Alpha,90,44.33,72.14285714,46.16087751
03-06-2021,California,State,Beta,0,0,0.142857143,0.091407678
03-06-2021,California,State,Omicron,0,0,0,0
03-06-2021,California,State,Other,35,17.24,26.28571429,16.8190128
03-06-2021,California,State,Gamma,30,14.78,21.85714286,13.98537477
03-06-2021,California,State,Mu,4,1.97,2,1.279707495
03-06-2021,California,State,Epsilon,3,1.48,2.857142857,1.828153565
03-06-2021,California,State,Delta,40,19.7,30.57142857,19.56124314
03-06-2021,California,State,Lambda,1,0.49,0.428571429,0.274223035
03-06-2021,California,State,Total,203,100,156.2857143,100
04-06-2021,California,State,Other,22,11.89,24.71428571,15.98890943
04-06-2021,California,State,Total,185,100,154.5714286,100
04-06-2021,California,State,Beta,1,0.54,0.285714286,0.184842884
04-06-2021,California,State,Omicron,0,0,0,0
04-06-2021,California,State,Epsilon,4,2.16,2.714285714,1.756007394
04-06-2021,California,State,Delta,54,29.19,34.14285714,22.08872458
04-06-2021,California,State,Lambda,0,0,0.142857143,0.092421442
04-06-2021,California,State,Gamma,20,10.81,21.28571429,13.77079482
04-06-2021,California,State,Mu,2,1.08,2,1.293900185
04-06-2021,California,State,Alpha,82,44.32,69.28571429,44.82439926
05-06-2021,California,State,Alpha,46,42.2,69,44.35261708
05-06-2021,California,State,Mu,4,3.67,2.428571429,1.561065197
05-06-2021,California,State,Other,13,11.93,23.57142857,15.15151515
05-06-2021,California,State,Total,109,100,155.5714286,100
05-06-2021,California,State,Beta,0,0,0.142857143,0.091827365
05-06-2021,California,State,Epsilon,0,0,2.142857143,1.377410468
05-06-2021,California,State,Omicron,0,0,0,0
05-06-2021,California,State,Gamma,17,15.6,22.14285714,14.23324151
05-06-2021,California,State,Delta,29,26.61,36,23.14049587
05-06-2021,California,State,Lambda,0,0,0.142857143,0.091827365
06-06-2021,California,State,Omicron,0,0,0,0
06-06-2021,California,State,Gamma,16,21.05,23,14.78420569
06-06-2021,California,State,Epsilon,0,0,1.857142857,1.193755739
06-06-2021,California,State,Beta,1,1.32,0.285714286,0.183654729
06-06-2021,California,State,Other,6,7.89,21.57142857,13.86593205
06-06-2021,California,State,Total,76,100,155.5714286,100
06-06-2021,California,State,Mu,0,0,2.285714286,1.469237833
06-06-2021,California,State,Lambda,0,0,0.142857143,0.091827365
06-06-2021,California,State,Alpha,32,42.11,70,44.99540863
06-06-2021,California,State,Delta,21,27.63,36.42857143,23.41597796
07-06-2021,California,State,Beta,0,0,0.285714286,0.161160355
07-06-2021,California,State,Delta,61,31.61,43.57142857,24.57695407
07-06-2021,California,State,Epsilon,4,2.07,2.285714286,1.289282836
07-06-2021,California,State,Omicron,0,0,0,0
07-06-2021,California,State,Other,32,16.58,25.14285714,14.1821112
07-06-2021,California,State,Gamma,20,10.36,25,14.10153102
07-06-2021,California,State,Alpha,73,37.82,78.14285714,44.07735697
07-06-2021,California,State,Mu,3,1.55,2.714285714,1.531023368
07-06-2021,California,State,Total,193,100,177.2857143,100
07-06-2021,California,State,Lambda,0,0,0.142857143,0.080580177
08-06-2021,California,State,Mu,4,2.02,3.142857143,1.888412017
08-06-2021,California,State,Epsilon,3,1.52,2.285714286,1.373390558
08-06-2021,California,State,Alpha,78,39.39,69.28571429,41.63090129
08-06-2021,California,State,Gamma,30,15.15,24.57142857,14.7639485
08-06-2021,California,State,Omicron,0,0,0,0
08-06-2021,California,State,Other,15,7.58,21,12.61802575
08-06-2021,California,State,Lambda,0,0,0.142857143,0.08583691
08-06-2021,California,State,Delta,68,34.34,45.71428571,27.46781116
08-06-2021,California,State,Total,198,100,166.4285714,100
08-06-2021,California,State,Beta,0,0,0.285714286,0.17167382
09-06-2021,California,State,Delta,83,38.6,50.85714286,30.19508058
09-06-2021,California,State,Total,215,100,168.4285714,100
09-06-2021,California,State,Mu,6,2.79,3.285714286,1.950805768
09-06-2021,California,State,Alpha,69,32.09,67.14285714,39.86429177
09-06-2021,California,State,Epsilon,4,1.86,2.571428571,1.526717557
09-06-2021,California,State,Lambda,1,0.47,0.285714286,0.169635284
09-06-2021,California,State,Other,23,10.7,20.85714286,12.38337574
09-06-2021,California,State,Gamma,28,13.02,23,13.65564037
09-06-2021,California,State,Beta,1,0.47,0.428571429,0.254452926
09-06-2021,California,State,Omicron,0,0,0,0
10-06-2021,California,State,Omicron,0,0,0,0
10-06-2021,California,State,Epsilon,2,0.84,2.428571429,1.401483924
10-06-2021,California,State,Total,237,100,173.2857143,100
10-06-2021,California,State,Alpha,77,32.49,65.28571429,37.67518549
10-06-2021,California,State,Beta,0,0,0.428571429,0.247320692
10-06-2021,California,State,Mu,7,2.95,3.714285714,2.143446002
10-06-2021,California,State,Delta,87,36.71,57.57142857,33.22341303
10-06-2021,California,State,Lambda,0,0,0.142857143,0.082440231
10-06-2021,California,State,Other,29,12.24,20,11.54163232
10-06-2021,California,State,Gamma,35,14.77,23.71428571,13.68507832
11-06-2021,California,State,Mu,2,0.89,3.714285714,2.075019952
11-06-2021,California,State,Epsilon,0,0,1.857142857,1.037509976
